area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Belize",eez,Reconstructed domestic catch,2,2005,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.1254106548,159.4601492563819
"Belize",eez,Reconstructed domestic catch,2,2005,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,2.2122696349,2812.9096898625867
"Belize",eez,Reconstructed domestic catch,3,2005,"Cynoscion","Weakfishes","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Industrial,Discards,Unreported,shrimp trawl,,5.3542499931
"Belize",eez,Reconstructed domestic catch,1,2005,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,4.6332876735,14920.882091924717
"Belize",eez,Reconstructed domestic catch,2,2005,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.1907531662,614.295010740565
"Belize",eez,Reconstructed domestic catch,2,2005,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,3.3649249170,10836.28979531527
"Belize",eez,Reconstructed domestic catch,1,2005,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.2082470324,33054.47637940249
"Belize",eez,Reconstructed domestic catch,2,2005,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.2967646390,1360.8578767268796
"Belize",eez,Reconstructed domestic catch,2,2005,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,5.2349890092,24005.811645242
"Belize",eez,Reconstructed domestic catch,1,2005,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,3.3059780661,15160.048400668711
"Belize",eez,Reconstructed domestic catch,2,2005,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.1361076255,624.1415244582887
"Belize",eez,Reconstructed domestic catch,2,2005,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,2.4009663879,11009.984313833582
"Belize",eez,Reconstructed domestic catch,1,2005,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,84.8258770944,78254.97624665484
"Belize",eez,Reconstructed domestic catch,2,2005,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,3.4922944072,3221.769408657028
"Belize",eez,Reconstructed domestic catch,2,2005,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,61.6047885556,56832.672177820124
"Belize",eez,Reconstructed domestic catch,1,2005,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.4564422499,276.9268907046648
"Belize",eez,Reconstructed domestic catch,2,2005,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.0187917976,11.40112268508846
"Belize",eez,Reconstructed domestic catch,2,2005,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.3314911588,201.11813908210073
"Belize",eez,Reconstructed domestic catch,1,2005,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,4.5094672801,8065.8135559672455
"Belize",eez,Reconstructed domestic catch,2,2005,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.1856554615,332.07078472095515
"Belize",eez,Reconstructed domestic catch,2,2005,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,3.2750003632,5857.796649619435
"Belize",eez,Reconstructed domestic catch,1,2005,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,18.1618761144,32205.71027680104
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.7477272332,1325.9140457320668
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,13.1900615252,23389.395310097425
"Belize",eez,Reconstructed domestic catch,1,2005,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,151.4794657954,360125.91866687505
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,6.2364329062,14826.43946333116
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,110.0119536691,261541.42854532818
"Belize",eez,Reconstructed domestic catch,3,2005,"Lutjanus vivanus","Silk snapper","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Industrial,Discards,Unreported,shrimp trawl,,29.0021874628
"Belize",eez,Reconstructed domestic catch,1,2005,"Lutjanus vivanus","Silk snapper","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,14.6060142558,11444.275180059221
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus vivanus","Silk snapper","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.6013318535,471.1625694339619
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus vivanus","Silk snapper","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,10.6076170467,8311.404217554375
"Belize",eez,Reconstructed domestic catch,1,2005,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,217.2049881920,568301.6472552626
"Belize",eez,Reconstructed domestic catch,2,2005,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,8.9423627727,23397.06622931434
"Belize",eez,Reconstructed domestic catch,2,2005,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,157.7451106802,412729.0399369878
"Belize",eez,Reconstructed domestic catch,1,2005,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,23.7916123911,59316.034641277016
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.9795043416,2442.050269720395
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,17.2786571852,43078.266882740376
"Belize",eez,Reconstructed domestic catch,1,2005,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,16.2150443150,19785.159266988823
"Belize",eez,Reconstructed domestic catch,2,2005,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.6675758685,814.5580502238867
"Belize",eez,Reconstructed domestic catch,2,2005,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,11.7761750384,14368.970825095601
"Belize",eez,Reconstructed domestic catch,1,2005,"Pogonias cromis","Black drum","Large demersals (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.6242365484,7490.38011455804
"Belize",eez,Reconstructed domestic catch,2,2005,"Pogonias cromis","Black drum","Large demersals (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.3138909914,308.38010142936594
"Belize",eez,Reconstructed domestic catch,2,2005,"Pogonias cromis","Black drum","Large demersals (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,5.5371013722,5439.888144571982
"Belize",eez,Reconstructed domestic catch,1,2005,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.5671557992,13391.875602544587
"Belize",eez,Reconstructed domestic catch,2,2005,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.3115409682,551.3455783926954
"Belize",eez,Reconstructed domestic catch,2,2005,"Mugil cephalus","Flathead grey mullet","Large benthopelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,5.4956464813,9725.848916836123
"Belize",eez,Reconstructed domestic catch,2,2005,"Carcharhinus leucas","Bull shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,8.9897471080,7043.751834062554
"Belize",eez,Reconstructed domestic catch,2,2005,"Carcharhinus leucas","Bull shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,0.0088461736,6.931257427128409
"Belize",eez,Reconstructed domestic catch,2,2005,"Carcharhinus leucas","Bull shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale longline,Direct human consumption,16.6811771542,13070.231093656483
"Belize",eez,Reconstructed domestic catch,2,2005,"Carcharhinus limbatus","Blacktip shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,17.9769970639,6907.661121813796
"Belize",eez,Reconstructed domestic catch,2,2005,"Carcharhinus limbatus","Blacktip shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,0.0176898899,6.797340193492207
"Belize",eez,Reconstructed domestic catch,2,2005,"Carcharhinus limbatus","Blacktip shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale longline,Direct human consumption,33.3577206481,12817.704159049024
"Belize",eez,Reconstructed domestic catch,2,2005,"Negaprion brevirostris","Lemon shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,49.6350574118,38890.640913439864
"Belize",eez,Reconstructed domestic catch,2,2005,"Negaprion brevirostris","Lemon shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,0.0488423454,38.269525961080284
"Belize",eez,Reconstructed domestic catch,2,2005,"Negaprion brevirostris","Lemon shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale longline,Direct human consumption,92.1017216395,72164.61852914233
"Belize",eez,Reconstructed domestic catch,2,2005,"Rhizoprionodon porosus","Caribbean sharpnose shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,31.5429723086,24714.918716008953
"Belize",eez,Reconstructed domestic catch,2,2005,"Rhizoprionodon porosus","Caribbean sharpnose shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,0.0310392056,24.320201498696083
"Belize",eez,Reconstructed domestic catch,2,2005,"Rhizoprionodon porosus","Caribbean sharpnose shark","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale longline,Direct human consumption,58.5304461552,45860.45997774201
"Belize",eez,Reconstructed domestic catch,2,2005,"Sphyrna lewini","Scalloped hammerhead","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale longline,Direct human consumption,101.0546521778,93708.73687435228
"Belize",eez,Reconstructed domestic catch,1,2005,"Alectis ciliaris","African pompano","Large pelagics (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.5671557992,5929.1064474836
"Belize",eez,Reconstructed domestic catch,2,2005,"Alectis ciliaris","African pompano","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.3115409682,244.10222441273018
"Belize",eez,Reconstructed domestic catch,2,2005,"Alectis ciliaris","African pompano","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,5.4956464813,4306.013230074166
"Belize",eez,Reconstructed domestic catch,1,2005,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.5671557992,8168.124178421693
"Belize",eez,Reconstructed domestic catch,2,2005,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.3115409682,336.2829287840433
"Belize",eez,Reconstructed domestic catch,2,2005,"Selene vomer","Lookdown","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,5.4956464813,5932.099733527305
"Belize",eez,Reconstructed domestic catch,1,2005,"Seriola dumerili","Greater amberjack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,6.7267731768,5270.64002270997
"Belize",eez,Reconstructed domestic catch,2,2005,"Seriola dumerili","Greater amberjack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.2769422863,216.99306042452778
"Belize",eez,Reconstructed domestic catch,2,2005,"Seriola dumerili","Greater amberjack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,4.8853186482,3827.8020254434464
"Belize",eez,Reconstructed domestic catch,1,2005,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.5718291969,448.0463027337812
"Belize",eez,Reconstructed domestic catch,2,2005,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.0235422960,18.446135198607127
"Belize",eez,Reconstructed domestic catch,2,2005,"Trachinotus goodei","Great pompano","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.4152909227,325.3936026188732
"Belize",eez,Reconstructed domestic catch,1,2005,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.5861827156,5944.014639637042
"Belize",eez,Reconstructed domestic catch,2,2005,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.3123243092,244.71599697675123
"Belize",eez,Reconstructed domestic catch,2,2005,"Chaetodipterus faber","Atlantic spadefish","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,5.5094647783,4316.840303802359
"Belize",eez,Reconstructed domestic catch,1,2005,"Eugerres plumieri","Striped mojarra","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.4660633299,9767.555793213276
"Belize",eez,Reconstructed domestic catch,2,2005,"Eugerres plumieri","Striped mojarra","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,0.5132297447,402.1317743773578
"Belize",eez,Reconstructed domestic catch,2,2005,"Eugerres plumieri","Striped mojarra","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,9.0534778050,7093.686855447598
"Belize",eez,Reconstructed domestic catch,1,2005,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,29.7127363838,23280.870850471976
"Belize",eez,Reconstructed domestic catch,2,2005,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,1.2232779271,958.4770337995249
"Belize",eez,Reconstructed domestic catch,2,2005,"Gerres cinereus","Yellow fin mojarra","Small reef assoc. fish (<30 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,21.5788731580,16907.7311695638
"Belize",eez,Reconstructed domestic catch,1,2005,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.7556876075,9994.485595748805
"Belize",eez,Reconstructed domestic catch,2,2005,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.5251536208,411.4745092523528
"Belize",eez,Reconstructed domestic catch,2,2005,"Lachnolaimus maximus","Hogfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,9.2638174205,7258.494612007735
"Belize",eez,Reconstructed domestic catch,1,2005,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.2823179842,94.2855113340418
"Belize",eez,Reconstructed domestic catch,2,2005,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.0116230748,3.881749003899104
"Belize",eez,Reconstructed domestic catch,2,2005,"Megalops atlanticus","Tarpon","Large pelagics (>=90 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.2050334204,68.47484739981398
"Belize",eez,Reconstructed domestic catch,1,2005,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.5671557992,5929.1064474836
"Belize",eez,Reconstructed domestic catch,2,2005,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.3115409682,244.10222441273018
"Belize",eez,Reconstructed domestic catch,2,2005,"Mulloidichthys martinicus","Yellow goatfish","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,5.4956464813,4306.013230074166
"Belize",eez,Reconstructed domestic catch,1,2005,"Haemulon plumierii","White grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.6225563398,9890.173027285335
"Belize",eez,Reconstructed domestic catch,2,2005,"Haemulon plumierii","White grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.5196725860,407.1799447641507
"Belize",eez,Reconstructed domestic catch,2,2005,"Haemulon plumierii","White grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,9.1671308448,7182.7376149214
"Belize",eez,Reconstructed domestic catch,1,2005,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,36.5322720903,28624.193255798036
"Belize",eez,Reconstructed domestic catch,2,2005,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,1.5040392611,1178.4624390958043
"Belize",eez,Reconstructed domestic catch,2,2005,"Haemulon sciurus","Bluestriped grunt","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,26.5315605883,20788.3187713686
"Belize",eez,Reconstructed domestic catch,1,2005,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,2.6700786352,8669.331466422733
"Belize",eez,Reconstructed domestic catch,2,2005,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.1099275481,356.91770992292015
"Belize",eez,Reconstructed domestic catch,2,2005,"Mycteroperca bonaci","Black grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,1.9391444614,6296.101498760938
"Belize",eez,Reconstructed domestic catch,1,2005,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.5671557992,5929.1064474836
"Belize",eez,Reconstructed domestic catch,2,2005,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.3115409682,244.10222441273018
"Belize",eez,Reconstructed domestic catch,2,2005,"Archosargus rhomboidalis","Western Atlantic seabream","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,5.4956464813,4306.013230074166
"Belize",eez,Reconstructed domestic catch,1,2005,"Calamus bajonado","Jolthead porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,2.8920878726,2266.042527347266
"Belize",eez,Reconstructed domestic catch,2,2005,"Calamus bajonado","Jolthead porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.1190677026,93.29331939622627
"Belize",eez,Reconstructed domestic catch,2,2005,"Calamus bajonado","Jolthead porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,2.1003786578,1645.7132603529653
"Belize",eez,Reconstructed domestic catch,1,2005,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.6622903812,6003.647408250814
"Belize",eez,Reconstructed domestic catch,2,2005,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.3154576735,247.17108723283678
"Belize",eez,Reconstructed domestic catch,2,2005,"Calamus calamus","Saucereye porgy","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,5.5647379662,4360.148598715131
"Belize",eez,Reconstructed domestic catch,1,2005,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,56.7205338533,109588.32544452728
"Belize",eez,Reconstructed domestic catch,2,2005,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,2.3351931031,4511.768214589684
"Belize",eez,Reconstructed domestic catch,2,2005,"Sphyraena barracuda","Great barracuda","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,41.1932845788,79588.51530251816
"Belize",eez,Reconstructed domestic catch,1,2005,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,193.9040914386,475239.3438028836
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,7.9830612694,19565.676882047686
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus analis","Mutton snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale hand lines,Direct human consumption,140.8228356998,345142.54719368153
"Belize",eez,Reconstructed domestic catch,1,2005,"Lutjanus apodus","Schoolmaster snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.8792410790,6173.635157349188
"Belize",eez,Reconstructed domestic catch,2,2005,"Lutjanus apodus","Schoolmaster snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale hand lines,Direct human consumption,0.3243895671,254.16950900943337
